,Service,Type,Rating,Hires,Price,Zip Code
0,Roof Top Sentinels,204,5,134,,28105
1,Edwards Roofing and Gutters,204,5,56,,28105
2,A&M Fence & Roofing Co,204,5,18,65/on-site,28105
3,Residental Roofing & Sevices,204,5,112,,28105
4,Northlake Roofing Company,204,5,25,,28105
5,Sunny Sky Roofing LLC,204,5,20,,28105
6,New Roof,204,5,12,25/on-site,28105
7,Travis Roofing Guttering,204,4.5,175,,28105
8,AR Copper LLC,204,5,8,,28105
9,Stripes of Courage Construction Services,204,4.5,3,,28105
10,No Leak Roofing,204,5,65,,28105
11,Macaw Construction Services,204,5,3,,28105
12,RainCheck Roofing,204,5,,,28105
13,Hybrid Exteriors,204,5,,,28105
14,Triumph Roofing,204,5,,,28105
15,Asphalt Paving Full Service Contractor,204,4.5,22,,28105
16,Top Notch Roofing & Remodeling LLC,204,5,,100/on-site,28105
17,Gold Rock Construction,204,5,,50/on-site,28105
